Time	"Time Code"	"Country Name"	"Country Code"	"Access to electricity (% of population) [EG.ELC.ACCS.ZS]"	"Agricultural land (% of land area) [AG.LND.AGRI.ZS]"	"Bank capital to assets ratio (%) [FB.BNK.CAPA.ZS]"	"Secondary education, pupils [SE.SEC.ENRL]"	"GDP per capita (current US$) [NY.GDP.PCAP.CD]"	"Rural population (% of total population) [SP.RUR.TOTL.ZS]"	"Population density (people per sq. km of land area) [EN.POP.DNST]"	"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"	"Adjusted net enrollment rate, primary (% of primary school age children) [SE.PRM.TENR]"	"Children out of school (% of primary school age) [SE.PRM.UNER.ZS]"	"Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]"	"Gross intake ratio in first grade of primary education, total (% of relevant age group) [SE.PRM.GINT.ZS]"	"School enrollment, primary (gross), gender parity index (GPI) [SE.ENR.PRIM.FM.ZS]"	"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]"	"Population, total [SP.POP.TOTL]"	"Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS]"	"Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS]"	"GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]"	"Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.10.TO]"
2015	"YR2015"	"Azerbaijan"	"AZE"	"100"	"57.7017519009259"	""	""	"5500.32049702735"	"45.286"	"116.731079539702"	"72.266"	"94.26275"	"1.15667"	"13.49787"	"101.2468"	"0.98318"	"4.96000003814697"	"9649341"	"16.9"	"3.73871750165824"	"1.05075098242399"	""
2015	"YR2015"	"Bahamas, The"	"BHS"	"100"	"1.3986013986014"	""	"25766"	"31512.8565549457"	"17.254"	"37.3832167832168"	"73.088"	"79.96521"	"18.4008"	"21.04116"	"87.15463"	"0.97338"	"12"	"374206"	"13.2"	""	"1.04495952423387"	""
2015	"YR2015"	"Bahrain"	"BHR"	"100"	"11.0539846325564"	""	"92454"	"22688.9443998144"	"11.001"	"1763.30455808254"	"76.762"	"98.02753"	"1.31748"	"11.73164"	"101.5267"	"1.00991"	"1.07599997520447"	"1371851"	"7.5"	""	"2.86196782508222"	""
2015	"YR2015"	"Bangladesh"	"BGD"	"73.174201965332"	"70.3867268523853"	"5.4336193282634"	"14600000"	"1248.45339778371"	"65.692"	"1200.40159791042"	"71.514"	""	""	""	"116.7714"	""	"4.41599988937378"	"156256276"	"20"	"0.799568215110751"	"6.55265279631962"	""
2015	"YR2015"	"Barbados"	"BRB"	"100"	"25.5813953488372"	""	"20554"	"16066.4718004795"	"68.751"	"663.544186046512"	"78.801"	"95.84843"	"4.15157"	"13.40321"	""	"0.99302"	"11.3500003814697"	"285324"	"16.7"	""	"0.904159132007237"	""
2015	"YR2015"	"Belarus"	"BLR"	"100"	"42.2420157125243"	"12.8220413035883"	"644153"	"5949.10630699748"	"22.819"	"46.751941760932"	"73.6243902439025"	"94.25545"	"1.50754"	"17.57007"	"102.5434"	"1.00156"	"5.91300010681152"	"9489616"	"27.3"	"9.21590335320631"	"-3.82957055828382"	""
2015	"YR2015"	"Belgium"	"BEL"	"100"	"43.8573315719947"	"6.78303437357403"	"1217912"	"40441.0520422361"	"2.124"	"372.33143989432"	"80.9926829268293"	"98.38347"	"0.97579"	"11.23127"	"98.5835"	"0.9983"	"8.48200035095215"	"11274196"	"39.3"	""	"1.73958044796446"	""
2015	"YR2015"	"Belize"	"BLZ"	"91.8"	"7.01446733888645"	""	"37856"	"4883.179011063"	"54.594"	"15.8234546251644"	"74.034"	"99.28398"	"0.41269"	"20.43642"	"105.2814"	"0.95398"	"9.97000026702881"	"360933"	"3.1"	"5.69832132783811"	"3.43195048353593"	""
2015	"YR2015"	"Benin"	"BEN"	"40.1601715087891"	"33.2564739269244"	""	"963787"	"783.963077800944"	"54.305"	"93.7916991841078"	"60.608"	""	""	"45.04478"	"161.9645"	"0.93024"	"2.46300005912781"	"10575952"	"7.2"	"0.928651198058593"	"2.0958083832335"	""
2015	"YR2015"	"Bermuda"	"BMU"	"100"	"5.55555567819886"	""	"4040"	""	"0"	"1208.12960829329"	"81.0121951219512"	""	""	"10.4196"	"70.75038"	"0.98176"	""	"65239"	""	""	""	""
2015	"YR2015"	"Bhutan"	"BTN"	"95.6460571289063"	"13.7891224996434"	"17.6113939029"	"74320"	"2829.89124506544"	"61.322"	"19.0958367480163"	"70.419"	"90.13416"	"9.86584"	"40.00443"	""	"1.01085"	"2.45000004768372"	"727876"	"8.5"	"6.72608670285721"	"6.64456425820161"	""
2015	"YR2015"	"Bolivia"	"BOL"	"91.522822"	"34.7650696944521"	"7.03798113217368"	"1153379"	"3035.97221489277"	"31.607"	"10.0339056586357"	"70.277"	"88.70123"	"11.03696"	"18.10837"	"94.79886"	"0.97941"	"3.06599998474121"	"10869730"	"53.1"	"3.117660995862"	"4.85718801458208"	""
2015	"YR2015"	"Bosnia and Herzegovina"	"BIH"	"100"	"42.5"	"14.0982658596697"	"278071"	"4727.27754622207"	"52.827"	"66.97970703125"	"76.865"	""	""	"17.16401"	""	""	"27.6499996185303"	"3429361"	"21.4"	"4.71300889419486"	"3.08822376132143"	""
2015	"YR2015"	"Botswana"	"BWA"	"58.3532295227051"	"45.6330167970197"	"8.52432101821958"	""	"6799.87523352768"	"32.845"	"3.74202177403702"	"67.338"	""	""	"23.71279"	""	"0.97776"	"17.9559993743896"	"2120716"	"9.5"	"1.73809704096889"	"-1.69796561588223"	""
2015	"YR2015"	"Brazil"	"BRA"	"99.710902"	"33.9887821931674"	"8.46061816574189"	"23500000"	"8814.00098681261"	"14.23"	"24.4637884744692"	"74.994"	"96.85231"	""	"20.58529"	""	"0.95945"	"8.4370002746582"	"204471769"	"9.9"	"5.09524902814831"	"-3.54576339269425"	""
2015	"YR2015"	"British Virgin Islands"	"VGB"	"100"	"46.6666666666667"	""	"2027"	""	"53.417"	"194.346666666667"	""	""	""	"11.74126"	"144.1595"	"0.93656"	""	"29152"	""	""	""	""
2015	"YR2015"	"Brunei Darussalam"	"BRN"	"100"	"2.73244774545167"	"13.2322820568624"	"47249"	"31164.5620291141"	"23.337"	"78.7299810246679"	"75.318"	"96.49142"	"0.68014"	"10.01661"	"105.7014"	"0.99665"	"7.75600004196167"	"414907"	""	""	"-0.566814608844453"	""
2015	"YR2015"	"Bulgaria"	"BGR"	"100"	"46.1670956369174"	"12.0159015689814"	"501398"	"6993.78348267387"	"26.01"	"66.1200350036846"	"74.6146341463415"	"91.9879"	"7.81204"	""	"92.22758"	"0.98992"	"9.14299964904785"	"7177991"	"20.4"	"19.2394869696042"	"3.47118604090714"	""
2015	"YR2015"	"Burkina Faso"	"BFA"	"21.7893447875977"	"44.2251461988304"	""	"965550"	"575.314454176311"	"72.47"	"66.1938011695906"	"59.919"	"69.95995"	"29.94701"	"42.17715"	"105.4033"	"0.97444"	"6.7039999961853"	"18110624"	"9.4"	"1.12647300748241"	"3.89454805671508"	""
2015	"YR2015"	"Burundi"	"BDI"	"8.47091770172119"	"79.1666666666667"	"13.4526172308718"	"664243"	"305.549772797441"	"87.922"	"395.639797507788"	"60.123"	""	""	"43.22109"	"138.9454"	"1.02956"	"1.59200000762939"	"10160030"	"36.4"	"0.867991813511757"	"-3.9000030859375"	""
2015	"YR2015"	"Cabo Verde"	"CPV"	"88.3781890869141"	"19.6029776674938"	""	"58657"	"3043.01398430098"	"35.7"	"130.209181141439"	"72.117"	"93.38192"	"6.61165"	"21.94779"	"94.55465"	"0.93139"	"12.1140003204346"	"524743"	"20.8"	"2.75248152591371"	"1.00686370684559"	""
2015	"YR2015"	"Cambodia"	"KHM"	"69.0303573608398"	"30.9030138227963"	"14.2290059880855"	""	"1162.90491997151"	"77.812"	"87.9301835486064"	"68.637"	"95.56259"	"4.43741"	"45.52116"	"118.4842"	"0.99283"	"1.19599997997284"	"15521436"	"20.3"	"3.94545056351795"	"7.03608717929632"	""
2015	"YR2015"	"Cameroon"	"CMR"	"58.8142738342285"	"20.6257536333058"	"8.30696974767652"	"2108279"	"1326.96927718029"	"45.422"	"49.2868100949842"	"57.583"	"95.19802"	"4.3657"	"41.46571"	"130.409"	"0.89826"	"3.53900003433228"	"23298368"	"31.1"	"1.66743676330292"	"5.6514637436283"	""
2015	"YR2015"	"Canada"	"CAN"	"100"	"6.89021062480274"	"5.06782701070096"	"2641675"	"43495.0543869902"	"18.741"	"3.92619659515413"	"81.9"	"99.58907"	"0.41093"	""	""	"1.00807"	"6.9060001373291"	"35702908"	"26"	""	"0.689906521218902"	""
2015	"YR2015"	"Cayman Islands"	"CYM"	"100"	"11.2500001986822"	""	""	""	"0"	"257.183333333333"	""	""	""	""	""	""	""	"61724"	""	""	"2.83312242670047"	""
2015	"YR2015"	"Central African Republic"	"CAF"	"24.2307262420654"	"8.15435487495586"	"21.0517523299433"	""	"380.404293450491"	"59.723"	"7.21238241998138"	"50.881"	""	""	""	""	""	"6.75400018692017"	"4493170"	""	"1.02364421529858"	"4.5628084403442"	""
2015	"YR2015"	"Chad"	"TCD"	"7.7"	"39.6561308767471"	"11.5455613195591"	"513248"	"775.707523514754"	"77.485"	"11.2063016200762"	"53.137"	"79.35908"	"20.64092"	"55.54179"	"108.5138"	"0.76636"	"2.17199993133545"	"14110975"	"14.9"	"0.930284770451136"	"2.7676756848447"	""
2015	"YR2015"	"Channel Islands"	"CHI"	""	"46.4646472917287"	""	""	""	"69.038"	"835.277809962951"	"82.429"	""	""	""	""	""	"7.77699995040894"	"165385"	""	""	""	""
2015	"YR2015"	"Chile"	"CHL"	"99.714844"	"21.2297511560636"	"7.57498581413343"	"1546323"	"13574.1715039612"	"12.64"	"24.1675573408594"	"79.646"	"93.47354"	"3.70606"	"18.3778"	"98.87218"	"0.97015"	"6.50799989700317"	"17969353"	"15.8"	""	"2.30376703614562"	""
2015	"YR2015"	"China"	"CHN"	"100"	"56.2229572752744"	"8.43749160534709"	"86100000"	"8033.38804310679"	"44.5"	"146.057642237226"	"75.928"	""	""	"16.29441"	"98.5553"	"1.00246"	"4.59999990463257"	"1371220000"	"23.6"	"1.15223200564505"	"6.90531667019702"	""
2015	"YR2015"	"Colombia"	"COL"	"98.186898"	"40.2574146575034"	"14.0628948733044"	"4793963"	"6175.87602970259"	"20.236"	"42.8307048219919"	"76.531"	"96.38124"	"3.61876"	"24.23937"	"115.4572"	"0.96946"	"8.29899978637695"	"47520667"	"19.9"	"4.91650419388656"	"2.95594590662741"	""
2015	"YR2015"	"Comoros"	"COM"	"74.9138107299805"	"71.466950907041"	""	""	"1271.05704163196"	"71.53"	"417.74528452598"	"63.471"	""	""	""	""	""	"3.99000000953674"	"777424"	"3"	"0.753381221616793"	"1.09996463224388"	""
2015	"YR2015"	"Congo, Dem. Rep."	"COD"	"16.8339977264404"	"11.5568690589092"	""	"4618895"	"497.316960805998"	"57.26"	"33.6316111245892"	"59.254"	""	""	"33.19793"	"139.9216"	"0.99266"	"4.17399978637695"	"76244544"	"8.9"	"1.1074968322148"	"6.91618781038352"	""
2015	"YR2015"	"Congo, Rep."	"COG"	"60.4"	"31.1185944363104"	"13.4684769374015"	""	"1761.32356974061"	"34.457"	"14.219897510981"	"63.097"	""	""	""	""	""	"9.75899982452393"	"4856095"	"7.4"	"2.67988480548151"	"2.64648587686472"	""
2015	"YR2015"	"Costa Rica"	"CRI"	"99.409804"	"34.8609479044262"	"9.71754955299816"	"460252"	"11299.1361770439"	"23.138"	"94.9432824128476"	"79.565"	"97.81775"	"1.88182"	"12.6763"	"104.4789"	"0.99426"	"8.99899959564209"	"4847804"	"33.3"	"5.28488031202504"	"3.63173144148803"	""
2015	"YR2015"	"Cote d'Ivoire"	"CIV"	"63.3129463195801"	"64.7798742138365"	""	"1587348"	"1426.45784543221"	"50.556"	"73.0381855345912"	"56.065"	"76.73595"	"23.26405"	"42.0505"	"98.29878"	"0.88031"	"3.11299991607666"	"23226143"	"9.2"	"2.52380511571912"	"8.84285994957199"	""
2015	"YR2015"	"Croatia"	"HRV"	"100"	"27.4767686845236"	"12.6826345991089"	"360205"	"11780.1312419694"	"43.845"	"75.1180128663331"	"77.2756097560976"	"98.49112"	"1.14689"	"13.702"	"98.62031"	"1"	"16.1749992370605"	"4203604"	"15.2"	""	"2.40059187897236"	""
2015	"YR2015"	"Cuba"	"CUB"	"99.2687606811523"	"59.9913459400836"	""	"825055"	"7694.0119195241"	"23.104"	"108.871188233032"	"78.561"	"94.08411"	"5.91589"	"8.89917"	"98.01284"	"0.94312"	"2.40000009536743"	"11324781"	"48.9"	""	"4.43814195922121"	""
2015	"YR2015"	"Curacao"	"CUW"	"100"	""	""	""	"19951.3279030441"	"10.648"	"355.810810810811"	"78.0756097560976"	""	""	""	""	""	""	"157980"	""	""	"0.278695606616793"	""
2015	"YR2015"	"Cyprus"	"CYP"	"100"	"13.7997837809773"	"10.1140342114539"	"57161"	"23217.4841507892"	"33.054"	"125.647727272727"	"80.35"	"97.82834"	"1.39976"	"11.91513"	"96.50379"	"0.99981"	"14.9079999923706"	"1160985"	"12.5"	""	"1.9623040096572"	""
2015	"YR2015"	"Czech Republic"	"CZE"	"100"	"45.2532055433234"	"7.52465607748024"	"770437"	"17715.6168523009"	"26.523"	"136.589288952208"	"78.5780487804878"	"88.69953"	"0.19085"	""	"102.9619"	"1.00358"	"5.0460000038147"	"10546059"	"20"	""	"5.30923851909814"	""
2015	"YR2015"	"Denmark"	"DNK"	"100"	"62.181471778995"	"7.7908024327203"	"553263"	"53254.8560039631"	"12.474"	"135.353250773994"	"80.7024390243902"	"98.68864"	"0.05955"	""	"97.60764"	"0.98671"	"6.16800022125244"	"5683483"	"37.4"	""	"2.34259043214833"	""
2015	"YR2015"	"Djibouti"	"DJI"	"57.5490798950195"	"73.4253666954271"	"5.16896348302591"	"59483"	"1787.47750003268"	"22.583"	"39.4302415875755"	"64.136"	"60.7187"	"39.2813"	"33.02204"	"63.67819"	"1.07193"	"11.0939998626709"	"913993"	"12.7"	"10.3056778673734"	"9.68379811648174"	""
2015	"YR2015"	"Dominica"	"DMA"	"99.912483215332"	"33.3333333333333"	"3.99938782361421"	"5561"	"7597.75044603346"	"30.421"	"94.9106666666667"	""	""	""	"14.00558"	"121.4126"	"0.98417"	""	"71183"	"21.9"	"4.48385661506824"	"-2.55050301979611"	""
2015	"YR2015"	"Dominican Republic"	"DOM"	"98.560364"	"48.6855723452701"	"9.05790861918492"	"929493"	"6691.71691989488"	"21.434"	"212.827157938315"	"73.241"	"95.53493"	"4.46507"	"18.29098"	"114.0868"	"0.91242"	"7.60500001907349"	"10281680"	"20.8"	"7.94751907878033"	"7.03337106918114"	""
2015	"YR2015"	"Ecuador"	"ECU"	"98.825883"	"23.3064901849885"	"13.0405187518229"	"1932353"	"6124.49164262072"	"36.602"	"65.27629247866"	"76.143"	"98.16284"	"0.98589"	"25.10819"	""	"1.00462"	"3.6159999370575"	"16212020"	"41.6"	"5.22469051906412"	"0.0988726083462836"	""
2015	"YR2015"	"Egypt, Arab Rep."	"EGY"	"100"	"3.80719284463057"	""	""	"3598.9709482021"	"57.215"	"92.8650831282335"	"71.302"	""	""	""	""	""	"13.0520000457764"	"92442547"	""	"1.15570429458182"	"4.37201907790137"	""
2015	"YR2015"	"El Salvador"	"SLV"	"95.4"	"75.530888030888"	"13.8937958051651"	"599947"	"3705.57794598177"	"30.3"	"305.266602316602"	"72.412"	"86.61827"	"8.97465"	"29.69441"	"101.0034"	"0.95835"	"4"	"6325124"	"32.1"	"5.85238655116582"	"2.39502935805318"	""
2015	"YR2015"	"Equatorial Guinea"	"GNQ"	"66.5902252197266"	"10.1247771836007"	"13.3475885196953"	""	"11278.9289413309"	"29.384"	"41.6601782531194"	"57.359"	"44.34574"	"55.30304"	"23.22706"	"62.30153"	"0.99409"	"8.9069995880127"	"1168568"	"24"	""	"-9.11004114881537"	""
2015	"YR2015"	"Eritrea"	"ERI"	"45.8791656494141"	"75.1683168316832"	""	"245806"	""	""	""	"64.664"	"60.04856"	"39.2496"	"43.33621"	"69.18464"	"0.86172"	"6.80700016021729"	""	"22"	""	""	""
2015	"YR2015"	"Estonia"	"EST"	"100"	"22.8433402346446"	"10.754029708075"	"77910"	"17412.4486731613"	"31.584"	"30.26011042098"	"77.590243902439"	"93.72162"	"2.45569"	""	"96.51725"	"1.00007"	"6.18699979782104"	"1315407"	"23.8"	""	"1.90028658970603"	""
2015	"YR2015"	"Eswatini"	"SWZ"	"66.0280380249023"	"71.046511627907"	"12.9110544275522"	"100494"	"3641.40858337825"	"76.7"	"64.1886046511628"	"55.359"	"84.30768"	"15.69232"	"27.58272"	"97.83201"	"0.90907"	"23.6429996490479"	"1104044"	"6.2"	"0.844369397797231"	"0.391128860553607"	""
2015	"YR2015"	"Ethiopia"	"ETH"	"29"	"36.259"	""	"5028678"	"639.304359734944"	"80.572"	"100.835458"	"65.048"	"85.19824"	"14.37807"	""	"141.5195"	"0.90851"	"2.01399993896484"	"100835458"	"38.8"	"1.61623245387651"	"10.3924630202334"	""
2015	"YR2015"	"Faroe Islands"	"FRO"	"100"	"2.1489970407132"	""	""	"52404.6593331379"	"58.362"	"34.4204856011033"	"81.9463414634146"	""	""	""	""	""	""	"48051"	""	""	""	""
2015	"YR2015"	"Fiji"	"FJI"	"95.2170181274414"	"23.2621784345922"	"8.52165941167614"	""	"5390.74525792812"	"45.274"	"47.5438970990695"	"67.103"	"99.11664"	"0.88336"	""	"102.0939"	"0.97788"	"4.5479998588562"	"868627"	"16"	"6.75725262433955"	"4.66380783801587"	""
2015	"YR2015"	"Finland"	"FIN"	"100"	"7.48050377527475"	"5.60150976386822"	"540067"	"42494.6566238083"	"14.775"	"18.0301108880919"	"81.4804878048781"	"99.20198"	"0.62052"	""	"98.85109"	"0.99416"	"9.37600040435791"	"5479531"	"41.5"	""	"0.500662010259816"	""
2015	"YR2015"	"France"	"FRA"	"100"	"52.4637632255604"	"5.79396984789448"	"5982868"	"36613.3752159613"	"20.345"	"121.619058746667"	"82.3219512195122"	"98.99877"	"0.51498"	""	""	"0.99378"	"10.3590002059937"	"66593366"	"26.2"	""	"1.11291234211977"	""
2015	"YR2015"	"French Polynesia"	"PYF"	"100"	"12.431693989071"	""	""	""	"38.317"	"74.624043715847"	"76.787"	""	""	""	""	""	"12.6899995803833"	"273124"	""	""	""	""
2015	"YR2015"	"Gabon"	"GAB"	"89.9265060424805"	"20.0256141576435"	"9.34746366010444"	""	"7381.74674851952"	"11.882"	"7.55883882485349"	"64.913"	""	""	""	""	""	"19.9860000610352"	"1947686"	"14.2"	"3.20850249465911"	"3.8788993950789"	""
2015	"YR2015"	"Gambia, The"	"GMB"	"53.6318321228027"	"59.7826086956522"	"14.828307139203"	""	"668.381202871118"	"40.772"	"206.112648221344"	"60.91"	"75.91325"	"24.08675"	"37.14288"	"107.1731"	"1.06765"	"9.53899955749512"	"2085860"	"9.4"	"2.81752197156622"	"5.86824752625856"	""
2015	"YR2015"	"Georgia"	"GEO"	"99.9944839477539"	"34.7978140402396"	"13.958585650018"	"277874"	"3756.38376806909"	"42.552"	"65.1750586094685"	"72.973"	"99.73715"	"0.26285"	"9.01662"	"94.19762"	"1.0015"	"14.0799999237061"	"3725276"	"11.3"	"15.5726253430958"	"2.88052654618222"	""
2015	"YR2015"	"Germany"	"DEU"	"100"	"47.9592062964195"	"5.94"	"7112950"	"41394.6581607948"	"22.8"	"234.153668555637"	"80.6414634146341"	"99.59314"	"0.40686"	"12.22305"	"103.6467"	"0.99873"	"4.62400007247925"	"81686611"	"36.5"	""	"1.73896761850342"	""
2015	"YR2015"	"Ghana"	"GHA"	"75.8500213623047"	"68.9988573437637"	"14.5291636794888"	"2439501"	"1766.00570089157"	"45.914"	"122.392568339633"	"62.772"	""	""	"31.25587"	"107.3345"	"0.99964"	"6.80600023269653"	"27849205"	"10.9"	"2.0922368428851"	"2.17820680001356"	""
2015	"YR2015"	"Gibraltar"	"GIB"	"100"	""	""	""	""	"0"	"3373.6"	""	""	""	""	""	""	""	"33736"	""	""	""	""
2015	"YR2015"	"Greece"	"GRC"	"100"	"48.0915438324282"	"9.994418654481"	"662741"	"18167.7737169162"	"21.954"	"83.947889837083"	"81.0365853658537"	"97.32526"	"2.17935"	"9.64365"	"103.5487"	"0.99104"	"24.8969993591309"	"10820883"	"19.7"	""	"-0.437833917631266"	""
2015	"YR2015"	"Greenland"	"GRL"	"100"	"0.592276784269743"	""	""	"44536.4013080999"	"13.929"	"0.136713363381654"	"71.2463414634146"	""	""	""	""	""	""	"56114"	""	""	"-2.52949832411367"	""
2015	"YR2015"	"Grenada"	"GRD"	"92.5814819335938"	"23.5294117647059"	"5.09805611541317"	"9309"	"9096.87064595412"	"64.003"	"322.35"	"72.445"	""	""	"16.99747"	"104.9472"	"0.96442"	""	"109599"	"33.3"	"3.05435543627866"	"6.44314373327768"	""
2015	"YR2015"	"Guam"	"GUM"	"100"	"33.3333333333333"	""	""	"35278.9259389693"	"5.46599999999999"	"299.727777777778"	"79.144"	""	""	""	""	""	"6.90000009536743"	"161853"	""	""	"0.561471442400773"	""
2015	"YR2015"	"Guatemala"	"GTM"	"90.5650405883789"	"35.9835759611795"	"6.86319318094466"	"1220652"	"3923.57334364713"	"50.029"	"151.665070921986"	"73.25"	"87.80667"	"12.04114"	""	"103.844"	"0.96894"	"2.50600004196167"	"16252429"	"13.9"	"3.386018500881"	"4.14004435825474"	""
2015	"YR2015"	"Guinea"	"GIN"	"31.6181640625"	"59.0102555754517"	"10.5554512684768"	""	"769.256013746355"	"64.859"	"46.5248575614521"	"59.598"	""	""	""	""	""	"4.21099996566772"	"11432088"	"21.9"	"1.16721695270893"	"3.81494988965694"	""
2015	"YR2015"	"Guinea-Bissau"	"GNB"	"20.3005084991455"	"57.9658605974395"	""	""	"603.158512942404"	"57.877"	"61.7781650071124"	"56.959"	""	""	""	""	""	"4.31799983978271"	"1737202"	"13.7"	"0.327142865673927"	"6.13408294113292"	""
2015	"YR2015"	"Guyana"	"GUY"	"88.3020095825195"	"8.58521717043434"	""	""	"4166.13482575402"	"73.559"	"3.89856235712471"	"69.262"	""	""	""	""	""	"12.5520000457764"	"767432"	"30.4"	"2.28327427266677"	"3.16240778720626"	""
2015	"YR2015"	"Haiti"	"HTI"	"40.9105262756348"	"66.7634252539913"	""	""	"815.728284410317"	"47.573"	"388.082075471698"	"62.485"	""	""	""	""	""	"13.7239999771118"	"10695542"	"4.2"	"0.402795996397213"	"1.21121875159815"	""
2015	"YR2015"	"Honduras"	"HND"	"89.98171"	"28.9123246045223"	"10.4941707857174"	"637727"	"2286.20003874608"	"44.835"	"81.4453123603539"	"74.495"	"78.42569"	"20.09608"	"29.14566"	"100.6888"	"0.99439"	"4.59200000762939"	"9112916"	"25.8"	"6.61379561280183"	"3.84007997093951"	""
2015	"YR2015"	"Hong Kong SAR, China"	"HKG"	"100"	"4.85714276631673"	"9.47"	"393952"	"42431.8882817277"	"0"	"6944.09523809524"	"84.2780487804878"	"98.58053"	"1.08631"	"13.66248"	"115.6063"	"1.01762"	"3.3199999332428"	"7291300"	""	""	"2.38780805294535"	""
2015	"YR2015"	"Hungary"	"HUN"	"100"	"58.1464707831658"	""	"826626"	"12503.6820684794"	"29.5"	"108.726698332045"	"75.5682926829269"	"96.37729"	"2.86345"	"10.97863"	"100.677"	"0.9968"	"6.81300020217896"	"9843028"	"10.1"	""	"3.53642547600026"	""
2015	"YR2015"	"Iceland"	"ISL"	"100"	"18.6733167082294"	""	"36818"	"52428.5957626253"	"6.3"	"3.29990024937656"	"82.4682926829268"	"98.6384"	"1.3227"	"10.14405"	"99.22846"	"0.99904"	"3.97900009155273"	"330815"	"41.3"	""	"4.46786050817248"	""
2015	"YR2015"	"India"	"IND"	"88"	"60.4471964455686"	"7.2128211632408"	"130000000"	"1605.60543109026"	"67.223"	"440.655458615157"	"68.607"	""	""	"31.49146"	"101.7078"	"1.11618"	"2.78200006484985"	"1310152403"	"12"	"2.38994808971216"	"7.99625378571471"	""
2015	"YR2015"	"Indonesia"	"IDN"	"97.5373674369822"	"31.4644203646561"	"13.6058696263685"	"23800000"	"3331.69512758628"	"46.687"	"142.629462841624"	"70.768"	""	""	""	"109.0725"	"0.97193"	"4.51399993896484"	"258383256"	"17.1"	"6.69423361122744"	"4.87632230022051"	"9308000"
2015	"YR2015"	"Iran, Islamic Rep."	"IRN"	"99.9822540283203"	"28.2141015250866"	""	"5712478"	"4916.08593793143"	"26.642"	"48.1913940666519"	"75.796"	"99.76909"	"0.23091"	"26.77414"	"102.8546"	"1.06232"	"11.0600004196167"	"78492215"	"3.1"	"0.202285789550564"	"-1.32064511973337"	""
2015	"YR2015"	"Iraq"	"IRQ"	"99.9060516357422"	"21.4222529591242"	""	""	"4989.80307473071"	"30.079"	"81.9395670397835"	"69.929"	""	""	""	""	""	"8.07900047302246"	"35572261"	"26.5"	""	"2.47766461711252"	""
2015	"YR2015"	"Ireland"	"IRL"	"100"	"64.3054144287995"	"13.9737944809755"	"354670"	"61995.4227789928"	"37.462"	"68.2531136594571"	"81.4536585365854"	"99.95062"	"0.04882"	""	"97.0585"	"0.996"	"9.9040002822876"	"4701957"	"16.3"	""	"25.1625330914968"	""
2015	"YR2015"	"Isle of Man"	"IMN"	"100"	"70.8771956594367"	""	""	"81606.2800333934"	"47.755"	"146.024561403509"	""	""	""	""	""	""	""	"83234"	""	""	"-0.899999999999963"	""
2015	"YR2015"	"Israel"	"ISR"	"100"	"24.671905009892"	"7.05800166406858"	"784752"	"35855.2750438447"	"7.821"	"387.250462107209"	"82.0512195121951"	"97.555"	"0.099"	"12.08838"	"105.5746"	"1.00666"	"5.25099992752075"	"8380100"	"26.7"	""	"2.56735213530706"	""
2015	"YR2015"	"Italy"	"ITA"	"100"	"44.0096552661998"	"6.18553029060669"	"4606017"	"30170.5166036556"	"30.435"	"206.468287210172"	"82.5439024390244"	"98.26567"	"1.47977"	"12.02716"	"98.29482"	"0.99571"	"11.8959999084473"	"60730582"	"31"	""	"0.923992487509764"	""
2015	"YR2015"	"Jamaica"	"JAM"	"97.4588851928711"	"40.9972299168975"	""	"215200"	"4892.8974467695"	"45.167"	"266.945614035088"	"74.098"	"85.39281"	"11.84335"	"21.97603"	"85.22515"	"1.05793"	"13.5109996795654"	"2891021"	"12.7"	"29.8819562080529"	"0.904845989688582"	""
2015	"YR2015"	"Japan"	"JPN"	"100"	"12.3326750054861"	""	"7221135"	"34524.4698609337"	"8.619"	"348.751920122888"	"83.7939024390244"	""	""	"16.17666"	""	""	"3.40000009536743"	"127141000"	"9.5"	""	"1.2229210410667"	""
2015	"YR2015"	"Jordan"	"JOR"	"100"	"11.8979505387264"	""	""	"4097.41143635249"	"9.744"	"104.3768303672"	"74.078"	""	""	""	""	""	"13.0749998092651"	"9266575"	"12"	"5.66174280866572"	"2.39169597043328"	""
2015	"YR2015"	"Kazakhstan"	"KAZ"	"100"	"80.376338111642"	"10.5834833502986"	"1679274"	"10510.7718884148"	"42.809"	"6.49805756195133"	"72"	"99.84772"	"0.02785"	"16.2004"	"111.8909"	"1.00178"	"4.92999982833862"	"17542806"	"26.2"	"20.1639809858168"	"1.20000000000067"	""
2015	"YR2015"	"Kenya"	"KEN"	"41.6"	"48.5469304564782"	"15.3745762307696"	""	"1336.8833490495"	"74.342"	"84.1240046385775"	"64.798"	""	""	"30.65055"	"95.08817"	"0.99947"	"9.67500019073486"	"47878336"	"19.7"	"1.42776766402027"	"5.71850713375994"	""
