Time	"Time Code"	"Country Name"	"Country Code"	"Adolescents out of school (% of lower secondary school age) [SE.SEC.UNER.LO.ZS]"	"Secondary education, pupils [SE.SEC.ENRL]"	"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]"	"Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]"	"Compulsory education, duration (years) [SE.COM.DURS]"	"GDP per capita (current US$) [NY.GDP.PCAP.CD]"	"Population density (people per sq. km of land area) [EN.POP.DNST]"	"Rural population (% of total population) [SP.RUR.TOTL.ZS]"	"Surface area (sq. km) [AG.SRF.TOTL.K2]"	"Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS]"	"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"	"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"
2015	"YR2015"	"Greenland"	"GRL"	""	""	""	""	"10"	"44536.4013080999"	"0.136713363381654"	"13.929"	"410450"	""	"9.10000038146973"	"71.2463414634146"
2015	"YR2015"	"Grenada"	"GRD"	""	"9309"	""	"11.87372"	"12"	"9096.87064595412"	"322.35"	"64.003"	"340"	""	"22.8999996185303"	"72.445"
2015	"YR2015"	"Guam"	"GUM"	""	""	""	""	""	"35278.9259389693"	"299.727777777778"	"5.46599999999999"	"540"	""	"6.90000009536743"	"79.144"
2015	"YR2015"	"Guatemala"	"GTM"	"28.3514"	"1220652"	"2.95518"	""	"16"	"3923.57334364713"	"151.665070921986"	"50.029"	"108890"	""	"2.50620007514954"	"73.25"
2015	"YR2015"	"Guinea"	"GIN"	""	""	"2.51714"	""	"6"	"769.256013746355"	"46.5248575614521"	"64.859"	"245860"	""	""	"59.598"
2015	"YR2015"	"Guinea-Bissau"	"GNB"	""	""	""	""	"9"	"603.158512942404"	"61.7781650071124"	"57.877"	"36130"	""	""	"56.959"
2015	"YR2015"	"Guyana"	"GUY"	""	""	"5.21483"	""	"6"	"4166.13482575402"	"3.89856235712471"	"73.559"	"214970"	""	""	"69.262"
2015	"YR2015"	"Haiti"	"HTI"	""	""	"3.15723"	""	"6"	"815.728284410317"	"388.082075471698"	"47.573"	"27750"	""	""	"62.485"
2015	"YR2015"	"Honduras"	"HND"	"36.89601"	"637727"	"6.41297"	"16.09893"	"12"	"2286.20003874608"	"81.4453123603539"	"44.835"	"112490"	"5.6"	"6.14729976654053"	"74.495"
2015	"YR2015"	"Hong Kong SAR, China"	"HKG"	"0.08174"	"393952"	"3.26212"	"12.95682"	"9"	"42431.8882817277"	"6944.09523809524"	"0"	"1105.99998474121"	""	"3.3199999332428"	"84.2780487804878"
2015	"YR2015"	"Hungary"	"HUN"	"3.00155"	"826626"	"4.5721"	"10.2914"	"13"	"12503.6820684794"	"108.726698332045"	"29.5"	"93030"	"0.3"	"6.81319999694824"	"75.5682926829269"
2015	"YR2015"	"Iceland"	"ISL"	"0.53043"	"36818"	"7.53237"	""	"10"	"52428.5957626253"	"3.29990024937656"	"6.3"	"103000"	""	"3.97919988632202"	"82.4682926829268"
2015	"YR2015"	"India"	"IND"	""	"130000000"	""	"31.65018"	"8"	"1605.60543109026"	"440.655458615157"	"67.223"	"3287259.0625"	""	""	"68.607"
2015	"YR2015"	"Indonesia"	"IDN"	""	"23800000"	"3.5836"	""	"9"	"3331.69512758628"	"142.629462841624"	"46.687"	"1913580"	"1.2"	"4.51399993896484"	"70.768"
2015	"YR2015"	"Iran, Islamic Rep."	"IRN"	""	"5712478"	"2.79739"	""	"9"	"4916.08593793143"	"48.1913940666519"	"26.642"	"1745150"	"0"	"11.0600004196167"	"75.796"
2015	"YR2015"	"Iraq"	"IRQ"	""	""	""	""	"6"	"4989.80307473071"	"81.9395670397835"	"30.079"	"435051.9921875"	""	""	"69.929"
2015	"YR2015"	"Ireland"	"IRL"	"0.30251"	"354670"	"3.76355"	""	"10"	"61995.4227789928"	"68.2531136594571"	"37.462"	"70280"	"0.2"	"9.90620040893555"	"81.4536585365854"
2015	"YR2015"	"Isle of Man"	"IMN"	""	""	""	""	""	"81606.2800333934"	"146.024561403509"	"47.755"	"570"	""	""	""
2015	"YR2015"	"Israel"	"ISR"	""	"784752"	"5.85445"	""	"13"	"35855.2750438447"	"387.250462107209"	"7.821"	"22070"	""	"5.25099992752075"	"82.0512195121951"
2015	"YR2015"	"Italy"	"ITA"	"0.41663"	"4606017"	"4.08169"	"11.29297"	"12"	"30170.5166036556"	"206.468287210172"	"30.435"	"301340"	"1.4"	"11.8959999084473"	"82.5439024390244"
2015	"YR2015"	"Jamaica"	"JAM"	"18.69093"	"215200"	"5.45576"	"16.42874"	"6"	"4892.8974467695"	"266.945614035088"	"45.167"	"10990"	""	"13.5113000869751"	"74.098"
2015	"YR2015"	"Japan"	"JPN"	""	"7221135"	""	"11.3877"	"9"	"34524.4698609337"	"348.751920122888"	"8.619"	"377971.015625"	""	"3.40000009536743"	"83.7939024390244"
2015	"YR2015"	"Jordan"	"JOR"	""	""	""	""	"10"	"4097.41143635249"	"104.3768303672"	"9.744"	"89320"	""	"13.0749998092651"	"74.078"
2015	"YR2015"	"Kazakhstan"	"KAZ"	""	"1679274"	"2.78858"	"7.50668"	"9"	"10510.7718884148"	"6.49805756195133"	"42.809"	"2724901.875"	"0"	"4.92999982833862"	"72"
2015	"YR2015"	"Kenya"	"KEN"	""	""	"5.27134"	""	"12"	"1336.8833490495"	"84.1240046385775"	"74.342"	"580370"	"11.6"	""	"64.798"
2015	"YR2015"	"Kiribati"	"KIR"	""	""	""	""	"9"	"1542.5752495838"	"136.950617283951"	"48.381"	"810"	""	"9.33450031280518"	"67.291"
2015	"YR2015"	"Korea, Dem. People’s Rep."	"PRK"	"8.27626"	"2148364"	""	"17.47049"	"11"	""	"209.150676854082"	"38.723"	"120540"	""	""	"71.481"
2015	"YR2015"	"Korea, Rep."	"KOR"	""	"3396766"	""	"14.40724"	"9"	"27105.076226264"	"523.525547744882"	"18.366"	"100295"	""	"3.59999990463257"	"82.0243902439024"
2015	"YR2015"	"Kosovo"	"XKX"	""	""	""	""	""	"3574.54333277778"	"165.500137779002"	""	"10887"	"0.1"	"32.9300003051758"	"71.3463414634146"
2015	"YR2015"	"Kuwait"	"KWT"	"6.27645"	"302047"	""	"7.58836"	"9"	"29869.5293908248"	"215.240796857464"	"0"	"17820"	""	"2.20000004768372"	"75.13"
2015	"YR2015"	"Kyrgyz Republic"	"KGZ"	"7.98133"	"643407"	"5.98551"	"10.79995"	"10"	"1121.08283510739"	"31.0578727841502"	"64.223"	"199949.00390625"	"0.5"	"7.55999994277954"	"70.6512195121951"
2015	"YR2015"	"Lao PDR"	"LAO"	"18.61283"	"640231"	""	"18.7202"	"5"	"2134.70422381961"	"29.2078162911612"	"66.892"	"236800"	""	""	"66.546"
2015	"YR2015"	"Latvia"	"LVA"	"1.85964"	"117761"	"5.33721"	"8.03226"	"11"	"13639.6941197963"	"31.8032647153426"	"32.02"	"64490"	"0.4"	"9.8730001449585"	"74.4804878048781"
2015	"YR2015"	"Lebanon"	"LBN"	""	"382427"	""	""	"10"	"7649.8326108624"	"638.580449657869"	"11.894"	"10450"	""	""	"78.768"
2015	"YR2015"	"Lesotho"	"LSO"	"15.07571"	"133434"	""	"23.95153"	"7"	"1219.17785261068"	"67.8201910408432"	"73.092"	"30360"	""	""	"51.038"
2015	"YR2015"	"Liberia"	"LBR"	"26.6125"	"226832"	""	"18.39079"	"6"	"710.383857717515"	"46.4309593023256"	"50.18"	"111370"	""	"2.07890009880066"	"62.269"
2015	"YR2015"	"Libya"	"LBY"	""	""	""	""	"9"	"4337.91913919348"	"3.64772326858156"	"20.73"	"1759540"	""	""	"72.121"
2015	"YR2015"	"Liechtenstein"	"LIE"	"4.32602"	"3349"	""	"9.90828"	"9"	"167290.939983907"	"234.1875"	"85.697"	"160"	""	""	"82.6560975609756"
2015	"YR2015"	"Lithuania"	"LTU"	"0.08875"	"263242"	"4.21723"	"7.88976"	"10"	"14291.9064174959"	"46.3672785315243"	"32.77"	"65286.0009765625"	"0.5"	"9.11999988555908"	"74.3219512195122"
2015	"YR2015"	"Luxembourg"	"LUX"	"4.95872"	"47027"	"3.95519"	"9.44748"	"12"	"100428.367962681"	"234.404938271605"	"9.821"	"2590"	"0.2"	"6.66860008239746"	"82.2926829268293"
2015	"YR2015"	"Macao SAR, China"	"MAC"	"12.60429"	"30088"	"2.9817"	"11.44466"	"10"	"75340.9869811152"	"19805.4278801043"	"0"	"30.3999996185303"	""	"1.80999994277954"	"83.707"
2015	"YR2015"	"Madagascar"	"MDG"	""	"1536209"	""	""	"5"	"402.088311769817"	"41.6536404262633"	"64.807"	"587295"	""	""	"65.539"
2015	"YR2015"	"Malawi"	"MWI"	"19.4297"	"961589"	"5.60866"	"37.89961"	"8"	"380.597033140938"	"177.612462876538"	"83.687"	"118480"	""	""	"61.953"
2015	"YR2015"	"Malaysia"	"MYS"	"12.46724"	"2801439"	"4.97274"	""	"6"	"9799.36753137135"	"92.1350235884949"	"25.787"	"330345"	"0"	"3.09999990463257"	"75.461"
2015	"YR2015"	"Maldives"	"MDV"	""	""	"4.36655"	""	""	"9033.3904129872"	"1516.38333333333"	"61.471"	"300"	""	""	"77.691"
2015	"YR2015"	"Mali"	"MLI"	"45.15668"	"945484"	"3.80152"	"19.19297"	"9"	"751.170496562966"	"14.2918545472426"	"60.009"	"1240190"	""	"7.72919988632202"	"57.509"
2015	"YR2015"	"Malta"	"MLT"	"0.29099"	"29434"	"5.27713"	"7.79572"	"11"	"24046.2753502958"	"1390.790625"	"5.586"	"320"	"0"	"5.37900018692017"	"81.8975609756098"
2015	"YR2015"	"Marshall Islands"	"MHL"	"30.85794"	"5454"	""	""	"13"	"3128.4997997876"	"319.105555555556"	"24.189"	"180"	""	""	""
2015	"YR2015"	"Mauritania"	"MRT"	""	"187560"	""	"33.54677"	"9"	"1194.31251537905"	"3.92577956728437"	"48.911"	"1030700"	""	""	"63.936"
2015	"YR2015"	"Mauritius"	"MUS"	"7.07469"	"129008"	"4.88667"	"12.87505"	"11"	"9260.44730250635"	"621.972906403941"	"59"	"2040"	""	"7.40959978103638"	"74.3531707317073"
2015	"YR2015"	"Mexico"	"MEX"	"2.42926"	"13500000"	"5.23524"	"16.08213"	"14"	"9605.95235103139"	"62.6859013863525"	"20.715"	"1964380"	""	"4.31269979476929"	"74.904"
2015	"YR2015"	"Micronesia, Fed. Sts."	"FSM"	""	""	"12.4595"	""	""	"2894.34501124937"	"155.564285714286"	"77.544"	"700"	""	""	"67.315"
2015	"YR2015"	"Moldova"	"MDA"	"14.63344"	"233260"	""	"9.34236"	"9"	"2179.23362495857"	"123.806319016268"	"57.51"	"33850"	"0"	"3.69420003890991"	"71.478"
2015	"YR2015"	"Monaco"	"MCO"	""	"3297"	""	"8.12069"	"11"	"165920.223639409"	"18859"	"0"	"2"	""	""	""
2015	"YR2015"	"Mongolia"	"MNG"	""	""	"4.17699"	""	"12"	"3918.57917389554"	"1.93004389917351"	"31.77"	"1564120"	""	"4.86070013046265"	"69.111"
2015	"YR2015"	"Montenegro"	"MNE"	"2.7293"	"60504"	""	""	"9"	"6514.27269528653"	"46.2571747211896"	"34.194"	"13810"	""	"17.5438003540039"	"76.452"
2015	"YR2015"	"Morocco"	"MAR"	""	""	""	""	"9"	"2875.25798516781"	"77.6688393457316"	"39.191"	"446550"	""	"9.46000003814697"	"75.726"
2015	"YR2015"	"Mozambique"	"MOZ"	"43.10912"	"1073111"	""	"39.68606"	""	"547.238093853497"	"34.3879574760294"	"65.6"	"799380"	""	"3.42639994621277"	"57.206"
2015	"YR2015"	"Myanmar"	"MMR"	""	""	""	""	"5"	"1133.00281580351"	"80.6650425675262"	"70.142"	"676590"	"1.5"	"0.765900015830994"	"65.81"
2015	"YR2015"	"Namibia"	"NAM"	""	""	""	""	""	"5032.88976228194"	"2.81177227951269"	"53.1"	"824290"	"4.6"	""	"62.119"
2015	"YR2015"	"Nauru"	"NRU"	""	""	""	""	"14"	"8013.1478400396"	"623.75"	"0"	"20"	""	""	""
2015	"YR2015"	"Nepal"	"NPL"	""	"3176320"	"3.70359"	"28.57148"	""	"792.552890593381"	"188.455047087548"	"81.443"	"147180"	""	""	"69.515"
2015	"YR2015"	"Netherlands"	"NLD"	"0.60267"	"1613497"	"5.34816"	"14.46276"	"13"	"45175.2318933798"	"502.817542297418"	"9.827"	"41540"	"0"	"6.87200021743774"	"81.509756097561"
2015	"YR2015"	"New Caledonia"	"NCL"	""	""	""	""	""	""	"14.9015317286652"	"30.621"	"18580"	""	""	"77.2443035079364"
2015	"YR2015"	"New Zealand"	"NZL"	"2.30494"	"487363.3"	"6.33634"	"13.81545"	"10"	"38559.5470380365"	"17.4535718354791"	"13.659"	"267710"	""	"5.36520004272461"	"81.4568292682927"
2015	"YR2015"	"Nicaragua"	"NIC"	""	""	"4.12553"	""	"7"	"2049.85141546244"	"51.7138108692039"	"42.105"	"130370"	""	""	"73.649"
2015	"YR2015"	"Niger"	"NER"	"69.02974"	"595426"	"6.01732"	"27.95952"	""	"360.853384070947"	"15.7903710428673"	"83.753"	"1267000"	""	""	"60.631"
2015	"YR2015"	"Nigeria"	"NGA"	""	"11100000"	""	""	"9"	"2730.4303237015"	"198.883854321069"	"52.162"	"923770"	""	"4.31099987030029"	"53.112"
2015	"YR2015"	"North Macedonia"	"MKD"	""	"168967"	""	"9.42686"	"13"	"4840.27312286783"	"82.4475812846947"	"42.592"	"25710"	"2.1"	"26.0683994293213"	"75.406"
2015	"YR2015"	"Northern Mariana Islands"	"MNP"	""	""	""	""	""	"16690.5700968089"	"121.260869565217"	"8.643"	"460"	""	""	""
2015	"YR2015"	"Norway"	"NOR"	"0.32904"	"443491"	"7.55247"	"8.63887"	"10"	"74521.56993249"	"14.2105725713798"	"18.909"	"625217.109375"	"0"	"4.29589986801147"	"82.3048780487805"
2015	"YR2015"	"Oman"	"OMN"	"1.56246"	"286900"	""	""	"10"	"16150.8872575968"	"13.7878772213247"	"18.65"	"309500"	""	""	"76.887"
2015	"YR2015"	"Pakistan"	"PAK"	"36.25429"	"12100000"	"2.65002"	"21.12687"	"12"	"1356.66773135083"	"258.700399543379"	"63.974"	"796100"	"0.5"	"3.56590008735657"	"66.577"
2015	"YR2015"	"Palau"	"PLW"	""	""	""	""	"12"	"16593.4899518823"	"38.4021739130435"	"21.841"	"460"	""	""	""
2015	"YR2015"	"Panama"	"PAN"	"9.60885"	"316899"	""	"13.32796"	"11"	"13630.3079737945"	"53.3829297820823"	"33.304"	"75420"	"0.5"	"3.00180006027222"	"77.776"
2015	"YR2015"	"Papua New Guinea"	"PNG"	""	""	""	""	""	"2679.32671103336"	"17.9034911451663"	"86.988"	"462840"	""	""	"63.466"
2015	"YR2015"	"Paraguay"	"PRY"	""	""	""	""	"13"	"5406.70385708338"	"16.8355046564309"	"39.25"	"406751.9921875"	"0.4"	""	"73.662"
2015	"YR2015"	"Peru"	"PER"	""	"2681531"	"3.9668"	"14.09055"	"14"	"6227.58671646074"	"23.8052609375"	"22.643"	"1285220"	"1"	""	"75.792"
2015	"YR2015"	"Philippines"	"PHL"	"6.68125"	"7319461"	""	"26.22974"	"11"	"2867.15199022128"	"342.466418486099"	"53.716"	"300000"	"1.2"	"3.06789994239807"	"70.644"
2015	"YR2015"	"Poland"	"POL"	"4.15475"	"2548405"	"4.81766"	"9.3184"	"10"	"12572.3218484765"	"124.061569613639"	"39.722"	"312680"	"0.2"	"7.50099992752075"	"77.4512195121951"
2015	"YR2015"	"Portugal"	"PRT"	"0.8579"	"778589"	"4.88294"	"9.9287"	"12"	"19252.6349536042"	"113.072524887763"	"36.486"	"92225.595703125"	"0.3"	"12.4443998336792"	"81.1243902439025"
2015	"YR2015"	"Puerto Rico"	"PRI"	"13.42123"	"278964"	""	"18.9141"	"13"	"29764.0538920397"	"391.563246899662"	"6.376"	"8870"	""	""	"79.353487804878"
2015	"YR2015"	"Qatar"	"QAT"	"5.95048"	"95567"	""	"10.68863"	"9"	"63039.0165548075"	"220.991386735573"	"1.05500000000001"	"11610"	""	"0.170000001788139"	"79.758"
2015	"YR2015"	"Romania"	"ROU"	"5.45887"	"1562960"	"3.10676"	"12.09628"	"10"	"8977.49854425137"	"86.1243089360223"	"46.113"	"238400"	"1.9"	"6.81180000305176"	"75.0121951219512"
2015	"YR2015"	"Russian Federation"	"RUS"	"0.48141"	"9384610"	"3.8334"	""	"11"	"9313.78754166624"	"8.79880404497318"	"25.95"	"17098250"	"0"	"5.57089996337891"	"71.1834146341463"
2015	"YR2015"	"Rwanda"	"RWA"	""	"567838"	"3.75146"	"19.21098"	"6"	"728.081757390407"	"460.846007296311"	"82.996"	"26340"	""	""	"67.45"
2015	"YR2015"	"Samoa"	"WSM"	""	"25994"	""	""	"8"	"4155.27935285323"	"68.3791519434629"	"81.086"	"2840"	""	""	"72.73"
2015	"YR2015"	"San Marino"	"SMR"	""	""	""	""	"10"	"45774.5878900486"	"554.533333333333"	"3.261"	"60"	""	"7.38000011444092"	""
2015	"YR2015"	"Sao Tome and Principe"	"STP"	"9.58734"	"22123"	"3.89812"	"20.75328"	"6"	"1595.86142275725"	"207.741666666667"	"29.826"	"960"	""	""	"69.377"
2015	"YR2015"	"Saudi Arabia"	"SAU"	""	""	""	""	"9"	"20627.9327820675"	"14.754530653257"	"16.82"	"2149690"	""	"5.59000015258789"	"74.651"
2015	"YR2015"	"Senegal"	"SEN"	""	"1136477"	"5.45638"	"20.37208"	"11"	"1218.76424640812"	"75.7204539552278"	"54.138"	"196710"	""	"6.75740003585815"	"66.747"
2015	"YR2015"	"Serbia"	"SRB"	"0.0492"	"553448"	"4.04069"	"8.45036"	"8"	"5585.1178082606"	"81.1271781385776"	"44.304"	"88360"	"2.9"	"17.6597003936768"	"75.2878048780488"
2015	"YR2015"	"Seychelles"	"SYC"	""	"7394"	""	"11.98379"	"10"	"14745.3414620288"	"203.084782608696"	"44.6"	"460"	""	"4.15119981765747"	"74.2951219512195"
2015	"YR2015"	"Sierra Leone"	"SLE"	"42.06256"	"449320"	""	"20.54128"	"9"	"588.228452702849"	"99.3615128844555"	"59.171"	"72300"	""	""	"52.941"
2015	"YR2015"	"Singapore"	"SGP"	""	""	""	""	"6"	"55646.6187469505"	"7806.77275159112"	"0"	"719.000015258789"	""	"3.78999996185303"	"82.7439024390244"
2015	"YR2015"	"Sint Maarten (Dutch part)"	"SXM"	""	""	""	""	"14"	""	"1141.91176470588"	"0"	"34"	""	""	""
2015	"YR2015"	"Slovak Republic"	"SVK"	"4.25641"	"454032"	"4.63557"	"11.15229"	"10"	"16182.3037239884"	"112.803144205344"	"46.111"	"49030"	"0.3"	"11.4807996749878"	"76.5634146341463"
2015	"YR2015"	"Slovenia"	"SVN"	"0.47288"	"143247"	"4.91156"	"10.20569"	"9"	"20887.5196403428"	"102.446108744427"	"46.219"	"20675"	"0"	"8.96230030059814"	"80.7756097560976"
2015	"YR2015"	"Solomon Islands"	"SLB"	""	""	""	""	""	"1914.46792551698"	"21.5476241514827"	"77.64"	"28900"	""	""	"72.173"
2015	"YR2015"	"Somalia"	"SOM"	""	""	""	""	""	"293.46542260553"	"21.9931791373099"	"56.755"	"637660"	""	""	"55.92"
2015	"YR2015"	"South Africa"	"ZAF"	""	"5279196"	"5.95619"	"27.78203"	"9"	"5730.9341743665"	"45.6572612089787"	"35.172"	"1219090"	""	"25.1560001373291"	"62.649"
2015	"YR2015"	"South Sudan"	"SSD"	"55.93645"	"164135"	"1.35516"	"27.47489"	"8"	"1154.80094905878"	""	"81.148"	""	""	""	"56.855"
2015	"YR2015"	"Spain"	"ESP"	"0.09262"	"3313127"	"4.27239"	"11.98294"	"10"	"25817.3866083761"	"92.9526830143124"	"20.398"	"505923.984375"	"0.6"	"22.057300567627"	"82.8317073170732"
2015	"YR2015"	"Sri Lanka"	"LKA"	""	""	"2.22875"	""	"9"	"3843.78067184442"	"334.396428001914"	"81.744"	"65610"	""	"4.51879978179932"	"76.316"
2015	"YR2015"	"St. Kitts and Nevis"	"KNA"	""	"4318"	"2.60631"	"8.31985"	"12"	"18286.3193850042"	"196.934615384615"	"69.173"	"260"	""	""	""
2015	"YR2015"	"St. Lucia"	"LCA"	"9.54064"	"13215"	"4.47612"	"11.73623"	"10"	"9160.73415733431"	"293.649180327869"	"81.485"	"620"	""	"24.089599609375"	"75.596"
2015	"YR2015"	"St. Martin (French part)"	"MAF"	""	""	""	""	""	""	"659.154411764706"	""	"54.4"	""	""	"79.4707317073171"
2015	"YR2015"	"St. Vincent and the Grenadines"	"VCT"	"3.38655"	"10286"	""	"15.01606"	"12"	"6921.40975020217"	"279.866666666667"	"49.036"	"390"	""	""	"72.095"
2015	"YR2015"	"Sudan"	"SDN"	""	"2059715"	""	""	"8"	"2486.74565866274"	""	"66.106"	""	""	""	"64.429"
2015	"YR2015"	"Suriname"	"SUR"	"14.99116"	"54721"	""	"11.97658"	"6"	"8561.97417855142"	"3.58425"	"33.944"	"163820"	""	"7.21999979019165"	"71.249"
2015	"YR2015"	"Sweden"	"SWE"	"0.15907"	"844112"	"7.5483"	"12.87345"	"9"	"50832.5527092655"	"24.0582995752621"	"13.447"	"447430"	"0.3"	"7.43160009384155"	"82.2048780487805"
2015	"YR2015"	"Switzerland"	"CHE"	"0.29564"	"614470"	"5.10057"	""	"11"	"82081.5971239792"	"209.596006562314"	"26.282"	"41290.400390625"	"0"	"4.80070018768311"	"82.8975609756098"
2015	"YR2015"	"Syrian Arab Republic"	"SYR"	""	""	""	""	"9"	""	"98.009083483091"	"47.832"	"185180"	""	""	"69.908"
2015	"YR2015"	"Tajikistan"	"TJK"	""	""	"5.23139"	""	"9"	"929.095857223746"	"60.9123712083003"	"73.258"	"141380"	"1"	""	"70.137"
2015	"YR2015"	"Tanzania"	"TZA"	""	"1774383"	""	""	"7"	"947.933446487903"	"58.1199288778505"	"68.383"	"947300"	""	""	"63.111"
2015	"YR2015"	"Thailand"	"THA"	"12.16156"	"6757174"	""	"28.15431"	"9"	"5840.04694787593"	"134.499620270508"	"52.306"	"513120"	"0"	""	"76.091"
2015	"YR2015"	"Timor-Leste"	"TLS"	"14.82005"	"129314"	"4.3374"	""	"9"	"2585.15387819439"	"80.4507061197041"	"70.51"	"14870"	""	""	"68.459"
2015	"YR2015"	"Togo"	"TGO"	""	""	"5.1086"	""	"10"	"570.680737075619"	"134.641625298768"	"59.9"	"56790"	"19.9"	"2.20390009880066"	"59.927"
2015	"YR2015"	"Tonga"	"TON"	"4.92003"	"15800"	""	"14.5488"	"15"	"4320.63799011384"	"139.973611111111"	"76.725"	"750"	"0.2"	""	"70.517"
2015	"YR2015"	"Trinidad and Tobago"	"TTO"	""	""	""	""	"6"	"18332.4903052311"	"267.120467836257"	"46.681"	"5130"	""	"2.21079993247986"	"72.941"
2015	"YR2015"	"Tunisia"	"TUN"	""	"1007951"	"6.59921"	""	"9"	"3859.8144363739"	"71.9615666838311"	"31.944"	"163610"	"0"	"15.2181997299194"	"75.922"
2015	"YR2015"	"Turkey"	"TUR"	"8.0051"	"11000000"	""	"18.45287"	"12"	"10948.7246068236"	"102.035275392072"	"26.389"	"785350"	"0.1"	"10.2360000610352"	"76.532"
2015	"YR2015"	"Turkmenistan"	"TKM"	""	""	""	""	"12"	"6432.68070195019"	"11.8427999914881"	"49.683"	"488100"	""	""	"67.704"
2015	"YR2015"	"Turks and Caicos Islands"	"TCA"	""	"2013"	"3.15745"	"9.58571"	"13"	"24832.5963703066"	"37.8747368421053"	"7.80500000000001"	"950"	""	""	""
2015	"YR2015"	"Tuvalu"	"TUV"	"8.24874"	"1289"	""	"6.16746"	"8"	"3197.79564502867"	"369.966666666667"	"40.27"	"30"	""	""	""
2015	"YR2015"	"Uganda"	"UGA"	""	""	"2.77376"	""	"7"	"709.021038589161"	"190.63162278077"	"77.94"	"241550"	""	""	"61.373"
2015	"YR2015"	"Ukraine"	"UKR"	""	"2370298"	""	"6.97019"	"11"	"2124.66266591114"	"77.9471922525851"	"30.939"	"603550"	"0"	"9.14000034332275"	"71.189512195122"
2015	"YR2015"	"United Arab Emirates"	"ARE"	""	""	""	""	"6"	"38663.3838066363"	"130.426640382991"	"14.326"	"83600"	""	""	"77.285"
2015	"YR2015"	"United Kingdom"	"GBR"	"1.82057"	"6374675"	"5.60939"	"15.45905"	"11"	"44472.1517014461"	"269.205394122267"	"17.374"	"243610"	"0.1"	"5.3011999130249"	"80.9560975609756"
2015	"YR2015"	"United States"	"USA"	"0.84613"	"24400000"	""	"14.69697"	"12"	"56803.4724334919"	"35.0637308661896"	"18.329"	"9831510"	""	"5.28000020980835"	"78.690243902439"
2015	"YR2015"	"Uruguay"	"URY"	"0.47832"	"339740"	""	""	"14"	"15613.7642726429"	"19.4949662895669"	"4.955"	"176220"	"0"	"7.48789978027344"	"77.369"
2015	"YR2015"	"Uzbekistan"	"UZB"	"6.68974"	"3964383"	"7.07882"	"10.69989"	"12"	"2615.025134487"	"73.575223319229"	"49.25"	"447400"	""	"5.15000009536743"	"70.928"
2015	"YR2015"	"Vanuatu"	"VUT"	"3.40197"	"20568"	"5.54987"	"20.568"	""	"2721.63593635591"	"22.2420016406891"	"75.039"	"12190"	""	""	"69.869"
2015	"YR2015"	"Venezuela, RB"	"VEN"	"8.44659"	"2522661"	""	""	"14"	""	"34.1044487273964"	"11.846"	"912050"	""	""	"72.584"
2015	"YR2015"	"Vietnam"	"VNM"	""	""	""	""	"10"	"2085.10148409879"	"298.890818202341"	"66.191"	"331230"	""	"2.12459993362427"	"75.11"
2015	"YR2015"	"Virgin Islands (U.S.)"	"VIR"	""	""	""	""	""	"34797.14046978"	"307.742857142857"	"4.65000000000001"	"350"	""	""	"79.1682926829268"
2015	"YR2015"	"West Bank and Gaza"	"PSE"	"8.97008"	"721414"	"5.14136"	"19.9462"	"10"	"2967.85174651975"	"709.317607973422"	"24.632"	"6020"	""	"26.0133991241455"	"73.442"
2015	"YR2015"	"Yemen, Rep."	"YEM"	""	""	""	""	"9"	"1608.7443121263"	"50.1882474383014"	"65.223"	"527970"	""	""	"66.085"
2015	"YR2015"	"Zambia"	"ZMB"	""	""	""	""	"7"	"1332.19432103691"	"21.3607406610258"	"58.093"	"752610"	"29.5"	""	"61.737"
2015	"YR2015"	"Zimbabwe"	"ZWE"	""	""	""	""	"7"	"1445.07106198798"	"35.7105570634613"	"67.615"	"390760"	""	""	"59.534"
2015	"YR2015"	"Arab World"	"ARB"	"20.29779"	"31400000"	""	"14.50165"	""	"6459.10937930651"	"35.2568969470266"	"41.9685333240976"	"11273300.9922791"	""	""	"71.249571410287"
2015	"YR2015"	"Caribbean small states"	"CSS"	"13.63342"	"561015.4"	""	"15.36799"	""	"9916.66667364213"	"17.8392293442016"	"49.2153159727242"	"434990"	""	"10.2648815903955"	"73.273015980955"
2015	"YR2015"	"Central Europe and the Baltics"	"CEB"	"3.41065"	"7626223"	""	"10.14677"	""	"12467.4501758696"	"93.4413112332841"	"37.8593167508752"	"1135391.00097656"	""	"7.81737006571696"	"76.5910702431929"
2015	"YR2015"	"Early-demographic dividend"	"EAR"	"16.4375"	"287000000"	""	"22.50503"	""	"3291.52860729648"	"94.3236637988016"	"56.0700212272682"	"34108223.0537415"	""	""	"69.749274222517"
2015	"YR2015"	"East Asia & Pacific"	"EAS"	"9.39604"	"155000000"	""	"15.08599"	""	"9526.57630400185"	"93.6095942221792"	"43.5615790420591"	"24827697.6656246"	"0.5"	""	"75.392556877146"
2015	"YR2015"	"East Asia & Pacific (excluding high income)"	"EAP"	"9.69368"	"140000000"	""	"15.34908"	""	"6487.75690206453"	"128.080079863003"	"47.3146752484042"	"16272876.25"	""	""	"74.4962276185303"
